Season,Team,G,Date,Home,Opp,W/L,Tm_Pts,Opp_Pts,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,Total,Spread
2019,WAS,48,2019-01-25,0,ORL,W,95,91,35,79,0.443,15,27,0.556,10,12,0.833,5,38,26,9,1,12,15,38,84,0.452,7,33,0.212,8,12,0.667,13,52,24,3,4,16,10,186,4
2019,WAS,49,2019-01-27,0,SAS,L,119,132,40,89,0.449,18,46,0.391,21,29,0.724,8,32,32,11,0,9,18,49,86,0.57,16,34,0.471,18,21,0.857,7,49,31,6,4,16,20,251,-13
2019,WAS,50,2019-01-29,0,CLE,L,113,116,42,87,0.483,12,36,0.333,17,23,0.739,3,36,31,8,1,6,22,45,84,0.536,15,34,0.441,11,24,0.458,7,48,30,3,2,16,21,229,-3
2019,WAS,51,2019-01-30,1,IND,W,107,89,41,78,0.526,12,28,0.429,13,21,0.619,8,41,27,8,4,15,24,33,84,0.393,9,31,0.29,14,18,0.778,10,39,27,6,3,17,21,196,18
2019,WAS,52,2019-02-02,1,MIL,L,115,131,43,93,0.462,10,33,0.303,19,26,0.731,12,46,28,6,6,12,19,45,91,0.495,17,39,0.436,24,24,1.0,6,46,30,10,4,12,19,246,-16
2019,WAS,53,2019-02-04,1,ATL,L,129,137,48,97,0.495,12,38,0.316,21,29,0.724,13,40,34,5,8,9,20,46,91,0.505,20,40,0.5,25,29,0.862,14,50,29,7,2,14,22,266,-8
2019,WAS,54,2019-02-06,0,MIL,L,129,148,48,92,0.522,17,37,0.459,16,19,0.842,8,40,34,6,5,24,23,56,93,0.602,19,30,0.633,17,26,0.654,8,34,33,15,3,15,20,277,-19
2019,WAS,55,2019-02-08,1,CLE,W,119,106,46,92,0.5,12,35,0.343,15,16,0.938,10,48,35,10,4,16,19,36,96,0.375,12,38,0.316,22,25,0.88,17,52,21,6,3,14,16,225,13
2019,WAS,56,2019-02-09,0,CHI,W,134,125,55,95,0.579,12,27,0.444,12,14,0.857,6,39,38,6,6,13,23,49,97,0.505,6,23,0.261,21,28,0.75,14,45,28,7,5,11,15,259,9
2019,WAS,57,2019-02-11,0,DET,L,112,121,42,84,0.5,14,39,0.359,14,19,0.737,7,37,31,7,5,14,21,44,85,0.518,15,36,0.417,18,21,0.857,10,48,25,6,2,16,21,233,-9
2019,WAS,58,2019-02-13,0,TOR,L,120,129,37,84,0.44,14,40,0.35,32,39,0.821,4,43,27,6,3,18,28,44,92,0.478,16,38,0.421,25,30,0.833,9,52,32,8,8,15,27,249,-9
2019,WAS,59,2019-02-22,0,CHO,L,110,123,42,97,0.433,10,39,0.256,16,18,0.889,11,43,24,6,6,13,20,46,96,0.479,13,33,0.394,18,22,0.818,11,53,26,7,6,14,20,233,-13
2019,WAS,60,2019-02-23,1,IND,L,112,119,42,79,0.532,13,35,0.371,15,21,0.714,8,32,27,15,5,22,23,47,83,0.566,11,25,0.44,14,22,0.636,12,41,29,13,0,23,21,231,-7
2019,WAS,61,2019-02-27,0,BRK,W,125,116,44,96,0.458,11,37,0.297,26,31,0.839,17,57,34,10,4,19,30,39,85,0.459,8,35,0.229,30,39,0.769,7,41,20,7,3,16,27,241,9
2019,WAS,62,2019-03-01,0,BOS,L,96,107,36,89,0.404,10,38,0.263,14,19,0.737,11,53,20,7,6,18,16,42,94,0.447,10,35,0.286,13,17,0.765,11,46,26,12,3,12,18,203,-11
2019,WAS,63,2019-03-03,1,MIN,W,135,121,49,98,0.5,11,33,0.333,26,32,0.813,15,46,30,6,4,9,19,52,99,0.525,4,27,0.148,13,19,0.684,12,46,25,3,4,12,24,256,14
2019,WAS,64,2019-03-06,1,DAL,W,132,123,50,93,0.538,12,33,0.364,20,25,0.8,15,49,30,3,2,13,26,45,93,0.484,15,41,0.366,18,28,0.643,14,39,27,7,2,7,19,255,9
2019,WAS,65,2019-03-08,0,CHO,L,111,112,40,86,0.465,9,27,0.333,22,26,0.846,13,46,28,8,5,14,19,40,96,0.417,14,41,0.341,18,20,0.9,18,52,24,7,8,14,18,223,-1
2019,WAS,66,2019-03-09,0,MIN,L,130,135,48,100,0.48,16,44,0.364,18,24,0.75,10,50,31,8,5,19,23,51,114,0.447,12,36,0.333,21,24,0.875,18,55,25,9,3,10,17,265,-5
2019,WAS,67,2019-03-11,1,SAC,W,121,115,40,86,0.465,14,37,0.378,27,33,0.818,7,47,29,12,1,17,25,41,91,0.451,9,27,0.333,24,32,0.75,9,47,28,8,3,16,25,236,6
2019,WAS,68,2019-03-13,1,ORL,W,100,90,42,90,0.467,8,27,0.296,8,12,0.667,10,46,20,5,2,9,13,35,90,0.389,12,33,0.364,8,9,0.889,12,48,26,3,3,11,15,190,10
2019,WAS,69,2019-03-15,1,CHO,L,110,116,41,84,0.488,13,34,0.382,15,19,0.789,8,45,25,8,5,17,14,46,101,0.455,14,31,0.452,10,12,0.833,15,46,18,11,7,12,17,226,-6
2019,WAS,70,2019-03-16,1,MEM,W,135,128,41,81,0.506,17,35,0.486,36,43,0.837,9,45,26,6,7,13,21,48,90,0.533,12,33,0.364,20,26,0.769,7,40,35,5,3,10,27,263,7
2019,WAS,71,2019-03-18,1,UTA,L,95,116,34,81,0.42,8,27,0.296,19,22,0.864,5,34,20,9,2,16,16,49,91,0.538,14,37,0.378,4,6,0.667,7,41,35,10,8,17,21,211,-21
2019,WAS,72,2019-03-20,0,CHI,L,120,126,44,93,0.473,14,42,0.333,18,23,0.783,12,50,25,10,9,16,21,50,106,0.472,12,23,0.522,14,17,0.824,15,48,29,10,2,14,16,246,-6
2019,WAS,73,2019-03-21,1,DEN,L,108,113,40,79,0.506,8,28,0.286,20,21,0.952,6,38,25,4,2,12,15,46,87,0.529,14,30,0.467,7,11,0.636,9,40,30,9,4,8,20,221,-5
2019,WAS,74,2019-03-23,1,MIA,L,108,113,41,96,0.427,9,30,0.3,17,23,0.739,21,53,25,5,2,12,20,44,88,0.5,12,39,0.308,13,19,0.684,12,44,29,5,10,12,23,221,-5
2019,WAS,75,2019-03-26,0,LAL,L,106,124,39,90,0.433,6,32,0.188,22,27,0.815,11,39,21,5,4,17,20,48,89,0.539,11,33,0.333,17,23,0.739,13,52,37,9,5,19,21,230,-18
2019,WAS,76,2019-03-27,0,PHO,W,124,121,43,90,0.478,9,25,0.36,29,43,0.674,15,52,18,10,3,10,20,43,87,0.494,14,37,0.378,21,26,0.808,11,48,22,9,7,15,28,245,3
2019,WAS,77,2019-03-29,0,UTA,L,124,128,48,98,0.49,15,37,0.405,13,22,0.591,12,42,32,11,3,13,18,48,87,0.552,14,32,0.438,18,18,1.0,8,44,26,7,7,18,22,252,-4
2019,WAS,78,2019-03-31,0,DEN,W,95,90,37,92,0.402,6,24,0.25,15,20,0.75,9,54,24,9,6,12,21,35,93,0.376,7,36,0.194,13,20,0.65,12,57,18,6,5,11,18,185,5
2019,WAS,79,2019-04-03,1,CHI,L,114,115,45,97,0.464,5,27,0.185,19,26,0.731,9,39,24,8,9,12,18,48,90,0.533,5,19,0.263,14,17,0.824,9,49,22,7,5,20,23,229,-1
2019,WAS,80,2019-04-05,1,SAS,L,112,129,42,88,0.477,9,32,0.281,19,22,0.864,9,34,22,2,4,10,16,51,91,0.56,10,25,0.4,17,20,0.85,12,42,34,3,4,9,18,241,-17
2019,WAS,81,2019-04-07,0,NYK,L,110,113,43,103,0.417,10,34,0.294,14,18,0.778,21,50,24,12,4,9,16,41,80,0.513,17,34,0.5,14,19,0.737,7,43,24,5,9,15,14,223,-3
2019,WAS,82,2019-04-09,1,BOS,L,110,116,41,97,0.423,14,39,0.359,14,18,0.778,13,58,28,2,3,15,18,45,99,0.455,15,44,0.341,11,23,0.478,13,50,27,10,3,6,17,226,-6
2020,ATL,1,2019-10-24,0,DET,W,117,100,44,86,0.512,11,31,0.355,18,21,0.857,8,42,27,9,2,13,15,35,85,0.412,10,37,0.27,20,22,0.909,9,39,20,6,5,14,20,217,17
2020,ATL,2,2019-10-26,1,ORL,W,103,99,43,84,0.512,9,30,0.3,8,15,0.533,9,52,22,5,9,18,26,35,99,0.354,5,31,0.161,24,26,0.923,17,46,15,8,7,10,15,202,4
2020,ATL,3,2019-10-28,1,PHI,L,103,105,36,84,0.429,9,27,0.333,22,32,0.688,8,45,23,12,3,21,25,37,88,0.42,11,41,0.268,20,25,0.8,12,49,22,12,11,22,29,208,-2
2020,ATL,4,2019-10-29,0,MIA,L,97,112,35,83,0.422,11,39,0.282,16,24,0.667,9,33,28,14,7,20,29,33,73,0.452,13,31,0.419,33,45,0.733,13,49,19,11,6,28,22,209,-15
2020,ATL,5,2019-10-31,1,MIA,L,97,106,36,88,0.409,7,34,0.206,18,26,0.692,16,50,20,5,5,16,15,40,84,0.476,14,37,0.378,12,19,0.632,9,41,29,12,9,14,18,203,-9
2020,ATL,6,2019-11-05,1,SAS,W,108,100,43,90,0.478,11,30,0.367,11,16,0.688,9,48,22,9,5,18,20,38,91,0.418,8,33,0.242,16,23,0.696,11,41,18,9,8,15,17,208,8
2020,ATL,7,2019-11-06,1,CHI,L,93,113,30,74,0.405,6,30,0.2,27,35,0.771,6,41,18,7,3,24,26,41,82,0.5,13,33,0.394,18,27,0.667,7,43,26,11,9,20,30,206,-20
2020,ATL,8,2019-11-08,1,SAC,L,109,121,46,87,0.529,9,28,0.321,8,14,0.571,11,34,23,8,6,13,19,42,76,0.553,18,31,0.581,19,22,0.864,9,36,27,7,7,15,19,230,-12
2020,ATL,9,2019-11-10,0,POR,L,113,124,42,104,0.404,11,41,0.268,18,25,0.72,11,48,21,11,8,16,26,45,104,0.433,12,36,0.333,22,28,0.786,16,61,19,10,9,17,22,237,-11
2020,ATL,10,2019-11-12,0,DEN,W,125,121,44,83,0.53,15,34,0.441,22,34,0.647,10,45,30,1,5,15,21,46,104,0.442,11,41,0.268,18,22,0.818,15,40,31,7,5,3,24,246,4
2020,ATL,11,2019-11-14,0,PHO,L,112,128,40,91,0.44,8,31,0.258,24,30,0.8,15,49,25,15,5,22,31,41,85,0.482,15,39,0.385,31,38,0.816,7,39,32,6,2,20,24,240,-16
2020,ATL,12,2019-11-16,0,LAC,L,101,150,34,90,0.378,6,24,0.25,27,37,0.73,14,38,19,11,10,19,27,50,93,0.538,17,33,0.515,33,35,0.943,12,53,30,10,12,21,28,251,-49
2020,ATL,13,2019-11-17,0,LAL,L,101,122,37,86,0.43,8,28,0.286,19,25,0.76,9,37,16,11,2,20,19,47,89,0.528,15,35,0.429,13,16,0.813,10,42,26,10,14,17,19,223,-21
2020,ATL,14,2019-11-20,1,MIL,L,127,135,44,96,0.458,14,31,0.452,25,31,0.806,9,43,27,8,2,13,26,46,87,0.529,17,43,0.395,26,34,0.765,8,46,25,6,8,19,25,262,-8
2020,ATL,15,2019-11-22,0,DET,L,103,128,38,88,0.432,10,37,0.27,17,17,1.0,10,34,26,12,2,20,18,49,82,0.598,17,34,0.5,13,20,0.65,12,42,30,13,10,19,17,231,-25
2020,ATL,16,2019-11-23,1,TOR,L,116,119,47,90,0.522,14,34,0.412,8,11,0.727,8,38,32,9,7,15,27,40,88,0.455,13,37,0.351,26,30,0.867,12,42,22,5,5,17,16,235,-3
2020,ATL,17,2019-11-25,1,MIN,L,113,125,41,94,0.436,10,32,0.313,21,26,0.808,9,42,26,6,4,18,25,41,90,0.456,15,35,0.429,28,36,0.778,14,47,27,10,6,14,25,238,-12
2020,ATL,18,2019-11-27,0,MIL,L,102,111,38,94,0.404,11,34,0.324,15,22,0.682,14,49,22,4,5,19,25,42,88,0.477,10,34,0.294,17,27,0.63,10,47,25,6,11,14,23,213,-9
2020,ATL,19,2019-11-29,0,IND,L,104,105,39,90,0.433,9,32,0.281,17,18,0.944,10,48,14,10,3,24,27,39,92,0.424,6,26,0.231,21,28,0.75,9,42,19,12,6,16,20,209,-1
2020,ATL,20,2019-11-30,0,HOU,L,111,158,38,89,0.427,15,46,0.326,20,25,0.8,8,29,26,5,2,14,23,52,89,0.584,25,51,0.49,29,34,0.853,13,52,30,9,2,15,23,269,-47
2020,ATL,21,2019-12-02,1,GSW,W,104,79,41,89,0.461,8,29,0.276,14,15,0.933,11,38,21,13,4,15,12,33,83,0.398,3,17,0.176,10,12,0.833,18,46,17,11,8,25,20,183,25
2020,ATL,22,2019-12-04,1,BRK,L,118,130,48,90,0.533,9,26,0.346,13,21,0.619,9,35,24,8,9,16,19,50,101,0.495,14,31,0.452,16,18,0.889,18,53,26,8,6,15,20,248,-12
2020,ATL,23,2019-12-08,0,CHO,W,122,107,44,91,0.484,18,45,0.4,16,17,0.941,11,48,28,8,8,14,24,36,90,0.4,11,31,0.355,24,29,0.828,13,44,22,8,3,11,17,229,15
2020,ATL,24,2019-12-10,0,MIA,L,121,135,45,95,0.474,20,54,0.37,11,18,0.611,4,37,30,4,6,12,23,53,103,0.515,14,41,0.341,15,22,0.682,9,53,35,5,3,12,17,256,-14
2020,ATL,25,2019-12-11,0,CHI,L,102,136,35,83,0.422,13,38,0.342,19,26,0.731,10,41,26,7,5,23,20,54,94,0.574,11,24,0.458,17,19,0.895,7,42,32,15,7,13,25,238,-34
2020,ATL,26,2019-12-13,1,IND,L,100,110,39,94,0.415,6,28,0.214,16,23,0.696,12,50,24,6,4,15,20,46,92,0.5,7,22,0.318,11,15,0.733,6,46,28,7,0,15,21,210,-10
2020,ATL,27,2019-12-15,1,LAL,L,96,101,31,86,0.36,12,42,0.286,22,25,0.88,8,42,18,8,5,20,27,36,84,0.429,5,31,0.161,24,33,0.727,13,56,21,14,9,22,24,197,-5
2020,ATL,28,2019-12-17,0,NYK,L,120,143,45,99,0.455,15,43,0.349,15,20,0.75,9,36,20,7,3,11,21,53,95,0.558,13,28,0.464,24,31,0.774,13,55,30,7,6,12,21,263,-23
2020,ATL,29,2019-12-19,1,UTA,L,106,111,39,90,0.433,11,29,0.379,17,19,0.895,6,40,24,8,1,16,27,39,83,0.47,6,24,0.25,27,38,0.711,13,53,18,8,6,19,17,217,-5
2020,ATL,30,2019-12-21,0,BRK,L,112,122,39,105,0.371,11,48,0.229,23,27,0.852,14,52,17,7,5,10,22,46,100,0.46,11,30,0.367,19,28,0.679,12,61,23,8,4,16,18,234,-10
2020,ATL,31,2019-12-23,0,CLE,L,118,121,45,95,0.474,15,42,0.357,13,17,0.765,5,37,23,11,7,16,20,50,96,0.521,11,29,0.379,10,12,0.833,7,43,19,8,6,23,16,239,-3
2020,ATL,32,2019-12-27,1,MIL,L,86,112,33,91,0.363,12,41,0.293,8,14,0.571,8,46,20,10,8,18,18,46,91,0.505,11,28,0.393,9,13,0.692,6,56,29,9,8,18,13,198,-26
2020,ATL,33,2019-12-28,0,CHI,L,81,116,32,86,0.372,9,34,0.265,8,11,0.727,9,39,24,8,5,21,16,43,87,0.494,15,31,0.484,15,19,0.789,13,51,22,13,5,17,15,197,-35
2020,ATL,34,2019-12-30,0,ORL,W,101,93,39,81,0.481,9,29,0.31,14,17,0.824,11,52,21,8,4,21,20,37,89,0.416,5,25,0.2,14,24,0.583,11,40,22,9,6,9,17,194,8
2020,ATL,35,2020-01-03,0,BOS,L,106,109,39,93,0.419,16,45,0.356,12,15,0.8,6,42,26,6,5,14,24,41,93,0.441,6,25,0.24,21,29,0.724,12,54,23,9,7,13,16,215,-3
2020,ATL,36,2020-01-04,1,IND,W,116,111,42,82,0.512,10,32,0.313,22,24,0.917,4,40,22,8,4,14,28,36,87,0.414,10,27,0.37,29,35,0.829,13,39,24,8,4,11,24,227,5
2020,ATL,37,2020-01-06,1,DEN,L,115,123,35,77,0.455,18,39,0.462,27,32,0.844,4,34,24,3,5,10,22,47,92,0.511,9,27,0.333,20,27,0.741,7,41,27,4,6,4,23,238,-8
2020,ATL,38,2020-01-08,1,HOU,L,115,122,39,106,0.368,13,44,0.295,24,27,0.889,16,54,20,6,8,11,29,39,92,0.424,13,45,0.289,31,41,0.756,16,59,22,7,7,13,21,237,-7
2020,ATL,39,2020-01-10,0,WAS,L,101,111,41,89,0.461,7,29,0.241,12,24,0.5,9,56,19,5,9,18,26,42,112,0.375,10,29,0.345,17,28,0.607,19,57,26,11,1,9,22,212,-10
2020,ATL,40,2020-01-12,0,BRK,L,86,108,32,97,0.33,12,48,0.25,10,11,0.909,4,33,23,16,4,12,23,41,77,0.532,10,26,0.385,16,29,0.552,7,62,25,8,2,26,20,194,-22
2020,ATL,41,2020-01-14,1,PHO,W,123,110,46,93,0.495,14,31,0.452,17,20,0.85,12,46,25,3,10,17,25,40,87,0.46,4,20,0.2,26,32,0.813,10,40,20,9,6,12,19,233,13
2020,ATL,42,2020-01-17,0,SAS,W,121,120,41,82,0.5,19,40,0.475,20,27,0.741,8,43,21,10,6,19,18,45,98,0.459,8,29,0.276,22,23,0.957,14,48,28,12,6,15,27,241,1
2020,ATL,43,2020-01-18,1,DET,L,103,136,40,93,0.43,10,34,0.294,13,15,0.867,10,32,18,9,6,20,20,51,86,0.593,15,32,0.469,19,25,0.76,11,41,31,12,8,18,18,239,-33
2020,ATL,44,2020-01-20,1,TOR,L,117,122,41,83,0.494,12,33,0.364,23,33,0.697,9,50,26,9,8,24,34,38,92,0.413,13,42,0.31,33,43,0.767,12,45,25,13,3,14,25,239,-5
2020,ATL,45,2020-01-22,1,LAC,W,102,95,36,102,0.353,11,35,0.314,19,23,0.826,23,63,21,8,3,15,31,33,78,0.423,4,21,0.19,25,39,0.641,8,45,19,5,8,14,20,197,7
2020,ATL,46,2020-01-24,0,OKC,L,111,140,42,92,0.457,11,36,0.306,16,20,0.8,10,37,24,6,7,11,27,50,86,0.581,14,25,0.56,26,34,0.765,6,45,28,6,5,14,20,251,-29
2020,ATL,47,2020-01-26,1,WAS,W,152,133,54,93,0.581,15,35,0.429,29,34,0.853,12,48,30,7,3,15,35,42,88,0.477,11,33,0.333,38,42,0.905,8,34,20,5,7,12,26,285,19
2020,ATL,48,2020-01-28,0,TOR,L,114,130,41,92,0.446,12,47,0.255,20,25,0.8,10,44,28,10,2,18,23,48,97,0.495,13,43,0.302,21,27,0.778,10,52,26,10,6,13,26,244,-16
2020,ATL,49,2020-01-30,1,PHI,W,127,117,42,87,0.483,11,35,0.314,32,37,0.865,10,48,29,5,4,16,29,38,82,0.463,9,31,0.29,32,45,0.711,8,42,22,11,2,12,21,244,10
2020,ATL,50,2020-02-01,0,DAL,L,100,123,37,91,0.407,10,33,0.303,16,21,0.762,10,50,19,6,4,11,15,44,94,0.468,20,39,0.513,15,16,0.938,10,53,26,6,8,9,14,223,-23
2020,ATL,51,2020-02-03,1,BOS,L,115,123,42,84,0.5,12,30,0.4,19,21,0.905,6,32,22,9,6,17,19,48,90,0.533,12,29,0.414,15,17,0.882,11,44,21,10,5,15,22,238,-8
2020,ATL,52,2020-02-05,0,MIN,W,127,120,43,82,0.524,13,32,0.406,28,30,0.933,7,44,23,7,4,21,22,45,91,0.495,9,35,0.257,21,28,0.75,6,33,18,13,7,17,21,247,7
2020,ATL,53,2020-02-07,0,BOS,L,107,112,35,86,0.407,13,39,0.333,24,26,0.923,12,46,21,7,8,14,21,37,86,0.43,16,37,0.432,22,27,0.815,11,47,23,5,8,13,18,219,-5
2020,ATL,54,2020-02-09,1,NYK,W,140,135,49,108,0.454,14,40,0.35,28,31,0.903,11,50,29,9,8,15,24,52,110,0.473,13,34,0.382,18,25,0.72,15,56,30,12,6,18,29,275,5
2020,ATL,55,2020-02-10,0,ORL,L,126,135,47,88,0.534,16,37,0.432,16,17,0.941,4,31,33,5,5,12,18,50,95,0.526,18,38,0.474,17,22,0.773,14,45,33,9,5,11,14,261,-9
2020,ATL,56,2020-02-12,0,CLE,L,105,127,36,84,0.429,13,34,0.382,20,25,0.8,9,38,24,11,5,17,26,48,94,0.511,10,28,0.357,21,25,0.84,17,55,25,8,6,17,22,232,-22
2020,ATL,57,2020-02-20,1,MIA,W,129,124,41,85,0.482,16,35,0.457,31,35,0.886,6,41,22,8,6,16,27,40,98,0.408,11,37,0.297,33,38,0.868,15,51,28,9,7,15,31,253,5
2020,ATL,58,2020-02-22,1,DAL,W,111,107,43,98,0.439,8,37,0.216,17,26,0.654,13,53,27,9,4,10,21,40,89,0.449,14,44,0.318,13,19,0.684,10,48,23,5,10,16,22,218,4
2020,ATL,59,2020-02-24,0,PHI,L,112,129,40,97,0.412,8,38,0.211,24,27,0.889,14,44,19,5,2,13,26,45,88,0.511,12,30,0.4,27,30,0.9,9,48,27,9,5,12,22,241,-17
2020,ATL,60,2020-02-26,1,ORL,L,120,130,42,94,0.447,13,36,0.361,23,25,0.92,9,42,30,5,5,9,22,49,100,0.49,14,32,0.438,18,25,0.72,13,52,30,7,9,9,21,250,-10
2020,ATL,61,2020-02-28,1,BRK,W,141,118,50,97,0.515,19,39,0.487,22,30,0.733,15,52,32,8,4,10,15,42,92,0.457,18,46,0.391,16,21,0.762,7,38,30,5,8,13,19,259,23
2020,ATL,62,2020-02-29,1,POR,W,129,117,46,84,0.548,18,42,0.429,19,22,0.864,5,36,34,7,5,19,18,47,94,0.5,8,28,0.286,15,21,0.714,13,42,14,9,4,17,26,246,12
2020,ATL,63,2020-03-02,1,MEM,L,88,127,32,99,0.323,9,35,0.257,15,16,0.938,16,43,20,6,8,17,21,46,92,0.5,14,32,0.438,21,31,0.677,14,60,30,12,8,15,16,215,-39
2020,ATL,64,2020-03-06,0,WAS,L,112,118,46,86,0.535,12,32,0.375,8,12,0.667,6,36,25,9,4,18,25,36,76,0.474,15,31,0.484,31,35,0.886,9,38,24,9,4,18,19,230,-6
2020,ATL,65,2020-03-07,0,MEM,L,101,118,32,95,0.337,13,49,0.265,24,28,0.857,14,46,23,9,2,14,24,43,87,0.494,12,33,0.364,20,33,0.606,15,58,27,9,6,17,18,219,-17
2020,ATL,66,2020-03-09,1,CHO,W,143,138,53,96,0.552,21,43,0.488,16,27,0.593,12,53,33,1,5,16,26,49,104,0.471,19,48,0.396,21,23,0.913,8,35,31,9,6,5,22,281,5
2020,ATL,67,2020-03-11,1,NYK,L,131,136,48,106,0.453,14,41,0.341,21,26,0.808,15,53,26,6,3,17,25,50,94,0.532,11,28,0.393,25,34,0.735,6,47,32,14,9,12,23,267,-5
2020,BOS,1,2019-10-23,0,PHI,L,93,107,33,90,0.367,7,26,0.269,20,34,0.588,10,41,18,4,2,11,29,37,85,0.435,7,29,0.241,26,36,0.722,12,62,24,6,7,17,34,200,-14
2020,BOS,2,2019-10-25,1,TOR,W,112,106,42,109,0.385,13,38,0.342,15,16,0.938,21,56,21,10,8,10,20,37,78,0.474,18,36,0.5,14,17,0.824,5,46,22,2,6,23,28,218,6
2020,BOS,3,2019-10-26,0,NYK,W,118,95,42,93,0.452,15,41,0.366,19,29,0.655,13,46,24,14,9,13,26,31,82,0.378,7,27,0.259,26,34,0.765,16,55,15,7,4,24,26,213,23
2020,BOS,4,2019-10-30,1,MIL,W,116,105,41,92,0.446,17,41,0.415,17,21,0.81,5,45,25,4,4,10,20,38,82,0.463,14,45,0.311,15,24,0.625,5,45,21,3,4,15,21,221,11
2020,BOS,5,2019-11-01,1,NYK,W,104,102,33,74,0.446,11,34,0.324,27,29,0.931,3,44,21,7,4,14,16,37,93,0.398,14,38,0.368,14,21,0.667,16,51,22,9,4,13,23,206,2
2020,BOS,6,2019-11-05,0,CLE,W,119,113,48,85,0.565,12,30,0.4,11,15,0.733,4,45,24,5,12,14,23,40,95,0.421,13,33,0.394,20,22,0.909,11,43,22,3,6,9,18,232,6
2020,BOS,7,2019-11-07,0,CHO,W,108,87,40,93,0.43,10,33,0.303,18,23,0.783,11,52,29,13,5,13,19,33,86,0.384,6,31,0.194,15,21,0.714,9,49,21,7,9,21,19,195,21
2020,BOS,8,2019-11-09,0,SAS,W,135,115,48,94,0.511,14,37,0.378,25,28,0.893,7,43,28,11,11,9,25,39,99,0.394,14,30,0.467,23,30,0.767,21,57,24,1,8,15,22,250,20
2020,BOS,9,2019-11-11,1,DAL,W,116,106,41,86,0.477,15,35,0.429,19,25,0.76,10,46,25,4,5,9,27,37,89,0.416,11,42,0.262,21,28,0.75,13,46,22,2,5,8,26,222,10
2020,BOS,10,2019-11-13,1,WAS,W,140,133,49,96,0.51,16,36,0.444,26,29,0.897,10,44,32,5,5,12,26,50,96,0.521,11,29,0.379,22,27,0.815,9,36,28,5,4,9,23,273,7
2020,BOS,11,2019-11-15,0,GSW,W,105,100,37,91,0.407,13,33,0.394,18,23,0.783,11,47,24,13,5,14,24,34,82,0.415,5,28,0.179,27,34,0.794,12,55,17,8,4,20,19,205,5
2020,BOS,12,2019-11-17,0,SAC,L,99,100,34,82,0.415,10,30,0.333,21,24,0.875,10,46,26,7,3,15,14,38,89,0.427,14,35,0.4,10,12,0.833,10,45,22,8,7,12,24,199,-1
2020,BOS,13,2019-11-18,0,PHO,W,99,85,37,89,0.416,12,41,0.293,13,17,0.765,11,52,22,12,5,17,21,33,82,0.402,10,36,0.278,9,12,0.75,8,45,22,7,6,19,17,184,14
2020,BOS,14,2019-11-20,0,LAC,L,104,107,41,104,0.394,12,45,0.267,10,14,0.714,18,53,26,11,2,18,22,39,93,0.419,17,45,0.378,12,16,0.75,14,53,26,12,9,23,18,211,-3
2020,BOS,15,2019-11-22,0,DEN,L,92,96,33,81,0.407,7,27,0.259,19,23,0.826,5,40,21,12,6,13,19,39,88,0.443,7,28,0.25,11,13,0.846,11,48,24,7,5,18,17,188,-4
2020,BOS,16,2019-11-25,1,SAC,W,103,102,38,85,0.447,7,30,0.233,20,23,0.87,11,38,20,10,4,12,16,37,79,0.468,18,47,0.383,10,15,0.667,8,36,28,3,8,17,18,205,1
2020,BOS,17,2019-11-27,1,BRK,W,121,110,43,97,0.443,13,34,0.382,22,24,0.917,19,55,23,10,5,14,17,40,90,0.444,21,56,0.375,9,19,0.474,11,38,32,5,6,17,22,231,11
2020,BOS,18,2019-11-29,0,BRK,L,107,112,41,93,0.441,9,28,0.321,16,21,0.762,16,48,16,11,7,19,14,43,93,0.462,17,41,0.415,9,13,0.692,13,49,30,9,6,20,24,219,-5
2020,BOS,19,2019-12-01,0,NYK,W,113,104,41,93,0.441,15,41,0.366,16,22,0.727,16,44,25,5,7,14,28,35,76,0.461,8,26,0.308,26,37,0.703,8,39,15,7,6,16,25,217,9
2020,BOS,20,2019-12-04,1,MIA,W,112,93,35,79,0.443,16,41,0.39,26,32,0.813,10,46,21,8,8,11,20,34,77,0.442,14,38,0.368,11,17,0.647,8,40,20,7,2,19,25,205,19
2020,BOS,21,2019-12-06,1,DEN,W,108,95,44,82,0.537,13,35,0.371,7,8,0.875,4,37,21,5,5,16,23,39,94,0.415,5,30,0.167,12,15,0.8,12,41,18,5,4,14,15,203,13
2020,BOS,22,2019-12-09,1,CLE,W,110,88,45,78,0.577,15,27,0.556,5,8,0.625,5,39,22,8,9,18,19,36,91,0.396,7,31,0.226,9,19,0.474,18,45,18,8,2,18,11,198,22
2020,BOS,23,2019-12-11,0,IND,L,117,122,43,87,0.494,14,36,0.389,17,22,0.773,8,44,25,6,4,15,27,41,85,0.482,10,25,0.4,30,36,0.833,5,36,27,11,4,10,18,239,-5
2020,BOS,24,2019-12-12,1,PHI,L,109,115,42,91,0.462,11,31,0.355,14,17,0.824,9,33,24,4,7,6,25,41,82,0.5,14,28,0.5,19,23,0.826,8,45,27,4,8,12,19,224,-6
